x1,x2,Name,Date,Likes,Comment,view
,1-2,joelmelendez84,14/03/21 14:32:35,0,@afpcrecersv hola buenos dias quiero agendar una cita para el 24 de marzo de 2021,view comment
,1-3,afpcrecersv,15/03/21 14:00:40,0,@joelmelendez84 te hemos respondido vía inbox.,view comment
1,,aless_patrick,16/01/21 01:28:12,0,@anthonyhernandez_10,view comment
1,,montesmilita,17/01/21 07:01:26,0,Buenos días ; y estos descuentos sólo en el Salvador son aplicados o a nivel mundial?,view comment
,1-1,afpcrecersv,18/01/21 15:37:28,0,"@montesmilita Hola, te comentamos que estos descuentos sólo son a nivel nacional.¡Saludos!",view comment
2,,osmaro35,18/01/21 01:53:50,0,Como lo optengo,view comment
,2-1,afpcrecersv,18/01/21 15:35:55,0,"@osmaro35  Hola, te hemos respondido vía inbox.Saludos.",view comment
1,,xavyalonzo,20/01/21 12:36:16,0,Buenos días para poder visitarlos se asen citas,view comment
,1-1,afpcrecersv,20/01/21 21:33:41,0,"@xavyalonzo Hola, debes agendar tu cita ingresando a https://bit.ly/CitaEnAgencia  También puedes realizar tus consultas por nuestros canales remotos:: Línea de atención 2211-9393, WhatsApp 6161-2222, sitio web http://crecer.com.sv, correo electrónico atencion@crecer.com.sv y mensajes inbox en redes sociales. Saludos.",view comment
,1-2,xavyalonzo,20/01/21 22:12:04,0,@afpcrecersv gracias muy amable lo tendré en cuenta,view comment
2,,aramyamaya,20/01/21 23:27:01,1,💩🐀Ladrones regresen mi dinero no más afp el robo del siglo haciendo dinero a costillas de otros eso no es inteligencia es delincuencia nadie quiere afp y nos obligaron malditos parásitos políticos,view comment
3,,balregio,21/01/21 13:09:05,1,Esto fue el peor error de ARENA y que el presidente Nayib tiene que arreglar con la mayoría en la asamblea un buen reto,view comment
4,,ramirezlisy284gmail.6,22/01/21 17:53:03,0,Buenos días.,view comment
,4-1,afpcrecersv,25/01/21 22:04:24,0,"@ramirezlisy284gmail.6 Hola , gracias por ponerte en contacto con nosotros. ¿Cómo te podemos ayudar?",view comment
5,,balregio,23/01/21 13:30:38,1,"Estos es lo peor que hemos tenido en la historua herencia de ARENA pero que el presidente Bukele tiene que cambiar esto para el bien de todos los cotizantes, los que ya no cotizamos deberia ser obligación devolver lo cotizado ya que en el futuro no tendremos ningun veneficio ni mucho menos nuestro dinero gana intereses si no que le cobran cada año y el dinero es cada dia menos",view comment
6,,gladysmontans,26/01/21 10:18:38,0,Necesito información de cómo puedo adquirir un adelanto de mi dinero cotizado ya no trabajo .q requisitos necesito,view comment
7,,wiliyouraheta,02/02/21 21:31:57,0,Hágame el favor de contactar me una cita por favor,view comment
1,,ramirez4420,19/01/21 23:22:30,0,Quisiera saber cómo va mí trámite,view comment
,1-1,afpcrecersv,19/01/21 23:24:58,1,"@ramirez4420 Hola, te hemos respondido vía inbox.",view comment
,1-2,ramirez4420,20/01/21 00:00:04,0,@afpcrecersv no me aparece nada en los correos,view comment
,1-3,afpcrecersv,20/01/21 14:58:39,1,@ramirez4420 te hemos respondido por inbox de Instagram. Saludos.,view comment
2,,demendozaazucena,27/01/21 00:45:34,0,"Buenas tarde,deseo obtener el anticipo",view comment
,2-1,afpcrecersv,27/01/21 14:45:37,0,"@demendozaazucena  Hola, te compartimos los requisitos para solicitar el anticipo de saldo:Cumplir con la edad requerida por la Ley (50 años o más para hombres y 45 o más para mujeres) y contar con 10 años cotizados en el SAP.¡Saludos!",view comment
3,,demendozaazucena,27/01/21 00:46:26,0,"Como logro,pues me piden clave pero me dicen que ya hice 2 intentos ya espero 24,y pasa el tiempo y me sale lo mismo,por favor necesito saber que pasa?",view comment
,3-1,afpcrecersv,27/01/21 15:09:15,0,@demendozaazucena te hemos respondido vía inbox.,view comment
4,,willsan5574,01/02/21 19:10:38,0,"El día 7 de enero hice la solicitud y ya me la aprobaron, cuánto más debo esperar para el desembolso?",view comment
,4-1,willsan5574,01/02/21 19:51:08,0,@afpcrecersv yo lo hice el 7 de enero,view comment
,4-2,afpcrecersv,01/02/21 20:02:58,0,@willsan5574  Brinda tus datos vía inbox para consultar tu trámite.Saludos.,view comment
1,,arerosa18,20/01/21 16:30:47,0,A mi me toca en mayo la comprobación lo debo hacer este mes o el mes que ya me habían dicho?,view comment
,1-1,afpcrecersv,20/01/21 16:37:18,0,"@arerosa19 Hola, la comprobación de sobrevivencia la debes hacer en el mes que te indicaron.¡Saludos!",view comment
,1-2,arerosa18,20/01/21 17:00:20,0,@afpcrecersv gracias,view comment
,1-3,afpcrecersv,20/01/21 17:09:09,0,@arerosa19  Estamos para ayudarte.,view comment
2,,maritosv,22/01/21 19:18:31,1,"En el caso de mi pá, que el es el pensionado puedo seguirle mandando la foto de el con el DUI por WhatsApp o tengo que bajar la app? A veces me caen mensajes para la comprobación y que mande la foto",view comment
,2-1,afpcrecersv,22/01/21 19:22:25,1,"@maritosv Hola, te comentamos que puedes enviar vídeo para comprobar sobrevivencia vía WhatsApp.Saludos.",view comment
1,,karenhidalgo193,22/01/21 18:32:37,0,Buenas tardes. Me gustaría saber si actualizaron mis datos en el sistema,view comment
,1-1,afpcrecersv,22/01/21 18:35:56,0,"@karenhidalgo193 Hola, te hemos respondido vía inbox.",view comment
2,,beatriz_cruz09,22/01/21 19:53:46,0,Buenas tardes me gustaría consultar...mi suegra no pudo asistir el año pasado a firmar  sobrevivencia le tocaba en mayo lo puede hacer este día enviando un vídeo? O esperar hasta este año,view comment
,2-1,afpcrecersv,22/01/21 19:56:53,0,"@beatriz_cruz09  Hola, te hemos respondido vía inbox.",view comment
,2-2,beatriz_cruz09,22/01/21 20:33:17,0,"@afpcrecersv gracias,",view comment
,2-3,afpcrecersv,25/01/21 14:44:29,0,@beatriz_cruz09  Estamos para ayudarte.,view comment
3,,dalilakingsr,27/01/21 16:25:33,0,"No sé puede comunicar por ningún canal, no responden. Mi mamá envío el video de sobrevivencia y no le han depositado",view comment
,3-1,afpcrecersv,27/01/21 17:19:46,0,"@dalilakingsr Hola, te hemos respondido vía inbox.",view comment
4,,vickyamayamendez,31/01/21 01:51:37,0,No se puede acceder por ningún canal. Es una farsa,view comment
,4-1,afpcrecersv,31/01/21 17:14:37,0,@vickyamayamendez te hemos respondido vía inbox.,view comment
1,,liliang7,22/01/21 01:06:00,0,Quiero retirar mi dinero!!!,view comment
,1-1,afpcrecersv,22/01/21 14:22:04,1,"@liliang7  Hola, si el beneficio será como pensionado por vejez, consulta en https://bit.ly/BeneficioVejez Si el beneficio es por sobrevivencia como beneficiario consulta en https://bit.ly/PensionPorSobrevivencia Si el beneficio es debido a invalidez, consulta en https://bit.ly/PensionPorInvalidezAllí podrás verificar los documentos y pasos a seguir en cada uno de los casos. Saludos.",view comment
2,,roxy_anarchy,23/01/21 20:36:49,0,Quiero retirar mi dinero,view comment
,2-1,afpcrecersv,25/01/21 14:45:10,0,"@brujita_rikota  Hola, si el beneficio será como pensionado por vejez, consulta en https://bit.ly/BeneficioVejez Si el beneficio es por sobrevivencia como beneficiario consulta en https://bit.ly/PensionPorSobrevivencia Si el beneficio es debido a invalidez, consulta en https://bit.ly/PensionPorInvalidezAllí podrás verificar los documentos y pasos a seguir en cada uno de los casos. Saludos.",view comment
3,,mariaana015,23/01/21 23:43:07,0,Buenas tardes  mi hermano cotizó 20 años  x la pandemia El perdió su trabajo de edad tiene  56 años  puede pedir adelanto  espero respuesta  gracias x su tiempo,view comment
,3-1,afpcrecersv,25/01/21 14:46:15,0,"@mariaana015  Hola, te compartimos los requisitos para solicitar el anticipo de saldo:Cumplir con la edad requerida por la Ley (50 años o más para hombres y 45 o más para mujeres) y contar con 10 años cotizados en el SAP.¡Saludos!",view comment
,3-2,mariaana015,25/01/21 16:52:05,0,@afpcrecersv gracias!!!,view comment
,3-3,afpcrecersv,25/01/21 18:06:51,0,@mariaana015 estamos para ayudarte.,view comment
1,,vindelhelen,23/01/21 21:22:23,0,Buenas tardes,view comment
,1-1,afpcrecersv,25/01/21 14:45:41,0,"@vindelhelen  Hola, gracias por ponerte en contacto con nosotros. ¿Cómo te podemos ayudar?",view comment
1,,tiffanylatremenda,26/01/21 19:30:44,0,Hola quisiera q me ayudara Ami tío no le an depositado,view comment
,1-1,afpcrecersv,26/01/21 20:03:00,0,"@tiffanylatremenda Hola, te hemos respondido vía inbox.",view comment
2,,alfarodemineros,27/01/21 03:44:01,0,Hola  por wasap les mando cada vez que me piden mis datos y no me responden,view comment
,2-1,afpcrecersv,27/01/21 14:50:06,0,"@alfarodemineros  Hola, te hemos dejado un inbox.Saludos.",view comment
1,,medinaanamariaportillo,27/01/21 02:17:36,1,No contestan necesito hacer cita sobre vivencia ana María de Portillo 7786 6940,view comment
,1-1,afpcrecersv,27/01/21 14:47:45,1,"@medinaanamariaportillo Hola, te hemos respondido vía inbox.",view comment
2,,larin.lucia,27/01/21 02:44:44,0,Me informaro de una asesoria por video llamada y me dejaron esperando,view comment
,2-1,afpcrecersv,27/01/21 14:49:05,0,"@larin.lucia  Hola, te hemos dejado un mensaje directo.Saludos.",view comment
3,,medinaanamariaportillo,27/01/21 23:12:37,0,No me pueden llamar 7786 6940,view comment
1,,jemimamarroquin,29/01/21 21:07:23,0,No puedo recibir mi estado de cuenta porque lo he cambiado,view comment
,1-1,afpcrecersv,30/01/21 00:59:30,0,@jemimamarroquin te hemos respondido vía inbox,view comment
2,,reneamartinez69,30/01/21 00:17:28,0,"He intentado varias veces ingresar para solicitar mi Estado de Cuenta, pero aún no lo logro; les he dado mi e-mail, y nada. Qué pasará???!!!",view comment
,2-1,afpcrecersv,30/01/21 00:59:02,0,@reneamartinez69 te hemos respondido vía inbox.,view comment
3,,celinamena_,02/02/21 18:20:15,0,Estoy tan desanimada qbno se como hacer no contwstan tels nada voy ala suc araujo y nada,view comment
,3-1,afpcrecersv,02/02/21 18:25:35,0,"@celinamena_ Hola, te hemos enviado inbox. Saludos.",view comment
4,,celinamena_,02/02/21 22:13:44,0,Ya no me respondieron,view comment
,4-1,afpcrecersv,02/02/21 23:01:57,0,@celinamena_ te hemos respondido vía inbox.,view comment
1,,cesartustra,29/01/21 06:24:05,0,😯,view comment
